title;director;duration;listed_in;rating;times_rated;duration_category
Footprints in the Sand;;1;International, Drama;8.21;354;Low Duration
Forget Me Not;;1;International, Drama;8.53;397;Low Duration
Four Seasons in Havana;;1;International;9.99;197;Low Duration
Frasier;;11;Comedy;9.43;154;High Duration
Friends;;10;Comedy;9.27;398;High Duration
Frozen Planet;Alastair Fothergill;1;International;9.14;160;Low Duration
Gabru: Hip Hop Revolution;;1;International, Drama;8.84;300;Low Duration
Galavant;;2;Action & Adventure, Comedy;8.55;345;Medium Duration
Game Winning Hit;;1;International, Comedy, Drama;8.54;334;Low Duration
Gangs of Hassepur;;1;International, Stand-Up Comedy, Comedy;9.32;287;Low Duration
Gargantia on the Verdurous Planet;;1;International;8.52;170;Low Duration
Genius of the Ancient World;;1;International;8.64;387;Low Duration
Genius of the Modern World;;1;International;8.45;299;Low Duration
Gentlemen and Gangsters;;1;International, Romantic;9.91;308;Low Duration
Geronimo Stilton;Guy Vasilovich;1;Comedy;9.66;159;Low Duration
Get Shorty;;1;Comedy, Drama;9.45;187;Low Duration
Glowing Embers;;1;International, Drama;9.13;247;Low Duration
Gomorrah;;2;International, Drama;8.33;159;Medium Duration
Gonul;Neslihan Yesilyurt;1;International, Drama, Thriller;8.68;181;Low Duration
Gossip Girl;;6;Drama;9.22;170;High Duration
Grand Designs;;2;International;8.97;214;Medium Duration
Grand Hotel;;3;International, Romantic;9.35;163;Medium Duration
Great Interior Design Challenge;;2;International;9.59;380;Medium Duration
Ha Unlimited;;2;International, Comedy;8.54;387;Medium Duration
Hannibal;;3;Horror, Thriller;9.33;234;Medium Duration
Happy 300 Days;;1;International, Romantic, Comedy;9.33;364;Low Duration
Happy Valley;;2;International;9.2;355;Medium Duration
Happyish;;1;Comedy, Drama;8.17;168;Low Duration
Harry & Bunnie;Ah Loong;1;Comedy;9.96;315;Low Duration
Hart of Dixie;;4;Comedy, Drama;8.57;362;Medium Duration
Hati Perempuan;;1;International, Romantic, Drama;8.84;281;Low Duration
Haven;;5;Horror;9.17;304;High Duration
Heavy Rescue: 401;;2;International;8.76;325;Medium Duration
Helix;;1;Horror, Sci-Fi & Fantasy;8.97;296;Low Duration
Hell on Wheels;;5;Action & Adventure;9.56;266;High Duration
Herrens veje;;2;International, Drama;8.75;284;Medium Duration
Hidden Singer;;1;International;9.47;316;Low Duration
Highway to Heaven;;5;Drama;8.88;271;High Duration
Hinterland;;3;International;8.7;344;Medium Duration
Historia de un clan;;1;International;9.73;249;Low Duration
Hormones;;3;International, Romantic, Drama;9.7;165;Medium Duration
Horror Homes;;1;International;8.49;354;Low Duration
Hotel Beau Séjour;;1;International, Drama;9.0;273;Low Duration
How to Live Mortgage Free with Sarah Beeny;;1;International;8.52;377;Low Duration
Humsafar;;1;International, Romantic, Drama;9.44;390;Low Duration
Hyori's Bed & Breakfast;;2;International;9.75;310;Medium Duration
I Am Me!;;1;International, Comedy;9.35;271;Low Duration
I'm Sorry;;2;Comedy;9.79;370;Medium Duration
Idiotest;;1;Comedy;8.43;317;Low Duration
In Between;;1;International, Romantic, Comedy;9.19;325;Low Duration
Inside The Freemasons;;1;International;9.71;315;Low Duration
Inside the Mossad;;1;International;9.79;172;Low Duration
Intelligence;;2;Drama;9.93;154;Medium Duration
Islands of the Future;;1;International;8.67;200;Low Duration
마녀사냥;;1;International, Stand-Up Comedy;9.76;380;Low Duration
Jack Taylor;Stuart Orme;1;International, Drama;8.22;395;Low Duration
Japanese Style Originator;;1;International, Stand-Up Comedy;9.8;352;Low Duration
Jericho;;2;Action & Adventure, Drama;9.1;165;Medium Duration
Jhansi Ki Rani;;1;International, Drama;9.26;330;Low Duration
Jonathan Strange & Mr Norrell;Toby Haynes;1;Drama, Sci-Fi & Fantasy;8.59;309;Low Duration
Juana Brava;;1;International, Drama;9.63;184;Low Duration
Juana Inés;;1;International, Drama;8.37;233;Low Duration
K;;1;International;8.45;395;Low Duration
Kaçak;;1;International, Action & Adventure;8.4;314;Low Duration
Khaani;;1;International, Romantic;8.88;264;Low Duration
Khan: No. 1 Crime Hunter;;1;International, Comedy;9.31;211;Low Duration
Khelti Hai Zindagi Aankh Micholi;;1;International, Drama;9.83;399;Low Duration
Khotey Sikkey;;1;International, Drama;8.08;256;Low Duration
Kiss The Series;;1;International, Romantic, Drama;9.46;193;Low Duration
Kitten Rescuers;;1;International;9.72;152;Low Duration
Knights of Sidonia;;2;International;9.08;287;Medium Duration
Kon Kon Kon;;1;International;8.02;239;Low Duration
Kurt Seyit & Sura;;1;International, Romantic, Drama;9.98;383;Low Duration
La Familia P. Luche;;3;International, Comedy;8.02;307;Medium Duration
La Femme;;1;International, Drama;9.78;390;Low Duration
La Piloto;;1;International;9.44;188;Low Duration
La Rosa de Guadalupe;;1;International;8.01;269;Low Duration
La Viuda Negra;Alejandro Lozano;1;International;9.1;265;Low Duration
Lady, la vendedora de rosas;;1;International, Drama;8.83;260;Low Duration
Land Girls;;3;International, Drama;9.09;299;Medium Duration
Last;;1;International;8.78;283;Low Duration
Leyla and Mecnun;Onur Ünlü;3;International, Romantic, Comedy;9.1;329;Medium Duration
Limmy's Show!;;2;Comedy;8.53;186;Medium Duration
Little Lunch;;1;Comedy;9.81;291;Low Duration
Liv and Maddie;;4;Comedy;8.19;247;Medium Duration
Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar);;1;International;8.8;158;Low Duration
Lo que la vida me robó;;1;International, Romantic;8.77;152;Low Duration
London Spy;Jakob Verbruggen;1;International;9.12;162;Low Duration
Los 10 años de Peter Capusotto;;1;International, Comedy;8.63;165;Low Duration
Los tiempos de Pablo Escobar;Alessandro Angulo;1;International;8.27;253;Low Duration
Lost Girl;;5;Drama, Horror;8.95;202;High Duration
Love Cuisine;;1;International, Romantic, Comedy;8.55;179;Low Duration
Love Rain;;1;International, Romantic;9.22;183;Low Duration
Love Rhythms - Accidental Daddy;;1;International, Comedy, Drama;8.61;289;Low Duration
Love Your Garden;;1;International;8.31;250;Low Duration
Lucky Days;;1;International, Romantic, Comedy;9.49;247;Low Duration
Mad Men;;7;Drama;9.75;275;High Duration
Maggie & Bianca: Fashion Friends;Iginio Straffi;1;Comedy;8.75;167;Low Duration
Magi: Adventure of Sinbad;;1;International;8.51;293;Low Duration
Maharakshak Devi;;1;International, Action & Adventure, Sci-Fi & Fantasy;9.36;249;Low Duration
Maharakshak: Aryan;;1;International, Action & Adventure, Sci-Fi & Fantasy;9.64;161;Low Duration
Mahi Way;;1;International, Comedy;8.59;334;Low Duration
Mahmut & Meryem;;1;International, Romantic, Drama;8.15;289;Low Duration
Man vs Wild with Sunny Leone;;1;International, Action & Adventure;9.6;289;Low Duration
Maron;;4;Comedy;8.78;360;Medium Duration
Married at First Sight;;1;Romantic;9.93;274;Low Duration
Mars;Everardo Gout;2;Drama;8.27;365;Medium Duration
Mary Portas: Secret Shopper;;1;International;9.64;394;Low Duration
Mega Food;;1;International;8.4;307;Low Duration
Melodies of Life - Born This Way;;1;International, Romantic, Comedy;8.07;204;Low Duration
Mere Papa Hero Hiralal;;1;International, Drama;8.25;212;Low Duration
Merlí;;1;International, Drama;8.7;293;Low Duration
Mexico Diseña;;1;International;8.96;167;Low Duration
Midnight Misadventures With Mallika Dua;;1;International, Stand-Up Comedy, Comedy;8.69;372;Low Duration
Miss Dynamite;;1;International;9.26;236;Low Duration
Miss Rose;;1;International, Romantic, Comedy;8.47;338;Low Duration
Momo Salon;;1;International, Romantic;9.73;209;Low Duration
Money for Nothing;;1;International;9.67;232;Low Duration
Monty Don's French Gardens;Rachel Bell;1;International;9.44;380;Low Duration
Monty Don's Italian Gardens;;1;International;9.23;230;Low Duration
Mr. Young;;2;Comedy;9.57;283;Medium Duration
Mutant Busters;;2;Comedy;8.94;192;Medium Duration
My Hotter Half;;1;International;9.73;379;Low Duration
My Life My Story;;1;International, Stand-Up Comedy;9.24;364;Low Duration
Mystery Science Theater 3000;;1;Comedy, Sci-Fi & Fantasy;9.2;303;Low Duration
Nightmare Tenants, Slum Landlords;;2;International;9.24;364;Medium Duration
Ninja Turtles: The Next Mutation;;1;Comedy;8.05;270;Low Duration
Nobel;;1;International, Drama, Thriller;8.74;314;Low Duration
North & South;;1;Romantic, Drama;8.43;365;Low Duration
NSU German History X;;1;International, Drama;9.22;317;Low Duration
Nuestra Lucha Libre;;1;International;8.13;283;Low Duration
Nurse Jackie;;7;Comedy, Drama;9.51;193;High Duration
O-Negative, Love Can’t Be Designed;;1;International, Romantic, Drama;8.16;227;Low Duration
OCTB;;1;International, Drama;8.3;397;Low Duration
Oh No! It's an Alien Invasion;;2;Action & Adventure, Sci-Fi & Fantasy;8.05;283;Medium Duration
Operation Ouch!;;1;Comedy;9.22;309;Low Duration
Operation Proposal;;1;International, Romantic;8.23;361;Low Duration
P. King Duckling;;1;Comedy;9.51;279;Low Duration
Pacific Heat;;1;Comedy;8.82;188;Low Duration
Parks and Recreation;;7;Comedy;9.92;190;High Duration
Pasión de Gavilanes;;1;International, Romantic;9.78;364;Low Duration
Pee-wee's Playhouse;;5;Comedy;9.22;216;High Duration
Penny Dreadful;;3;Drama, Horror;9.4;173;Medium Duration
Person of Interest;;5;Action & Adventure, Drama;8.62;167;High Duration
Planet Earth: The Complete Collection;Alastair Fothergill;1;International;9.0;258;Low Duration
Portlandia;;8;Comedy;8.11;281;High Duration
Powder;;1;International, Drama;9.03;332;Low Duration
Prince Jai Aur Dumdaar Viru;Bhavik Thakore;1;Comedy;8.28;310;Low Duration
Psiconautas;;2;International, Comedy;9.83;252;Medium Duration
Pyaar Tune Kya Kiya;;3;International, Romantic, Drama;9.35;298;Medium Duration
Qué pena tu serie;;1;International, Romantic;8.94;289;Low Duration
Queen of No Marriage;;1;International, Romantic, Comedy;8.1;170;Low Duration
Queens of Comedy;;1;International, Stand-Up Comedy, Comedy;8.75;209;Low Duration
Queens vs. Kings;;1;Stand-Up Comedy, Comedy;8.81;194;Low Duration
Rab Se Sohna Isshq;;1;International, Romantic, Drama;8.34;163;Low Duration
Ramayan;;1;International, Drama;8.53;390;Low Duration
Razia Sultan;;1;International, Romantic, Drama;9.43;239;Low Duration
Reality of Dream;;1;International, Romantic, Drama;9.1;190;Low Duration
Rebelde;;1;International, Romantic;8.1;229;Low Duration
Rectify;;4;Drama;8.53;202;Medium Duration
Red vs. Blue;;13;Action & Adventure, Comedy, Sci-Fi & Fantasy;9.88;186;High Duration
Reggie Yates Outside Man;;2;International;9.74;167;Medium Duration
Republic of Doyle;;6;Comedy, Drama;8.92;350;High Duration
Revenge;;1;International, Drama;9.54;255;Low Duration
Rica, Famosa, Latina;;4;International;9.94;189;Medium Duration
Ripper Street;;5;Drama;8.0;231;High Duration
Rishta.com;;1;International, Romantic, Comedy;9.74;156;Low Duration
Roonpi Secret Love;;3;International, Romantic;9.44;244;Medium Duration
Royal Pains;Jay Chandrasekhar;8;Comedy, Drama;9.18;387;High Duration
Rubi;;1;International, Romantic;8.33;196;Low Duration
Rurouni Kenshin;;3;International;8.88;313;Medium Duration
Russell Peters vs. the World;;1;Stand-Up Comedy;8.36;252;Low Duration
Sadqay Tumhare;Ehtesham Uddin;1;International, Romantic, Drama;8.44;215;Low Duration
Satrangi;;1;International;8.24;367;Low Duration
Scandal;;7;Drama;9.6;355;High Duration
Secret Affair;;1;International, Romantic;9.22;224;Low Duration
Sensitive Skin;;1;Comedy;8.47;385;Low Duration
Servant of the People;;1;International, Comedy;9.73;233;Low Duration
Shadow of Truth;;1;International;9.01;199;Low Duration
Shaka Zulu;;1;Drama;8.36;356;Low Duration
Sherlock;;4;International;9.67;209;Medium Duration
Silver Spoon;;2;International, Action & Adventure;9.77;352;Medium Duration
Sin senos no hay paraíso;;1;International, Drama;9.39;355;Low Duration
Sin Senos sí Hay Paraíso;;3;International, Drama;8.38;358;Medium Duration
Sotus The Series;;1;International, Romantic, Drama;9.28;308;Low Duration
Spartacus;;4;Action & Adventure, Drama;9.95;261;Medium Duration
Star-Crossed;;1;Romantic, Drama, Sci-Fi & Fantasy;9.69;271;Low Duration
Station Horizon;;1;International, Comedy, Drama;9.36;318;Low Duration
Storage Wars: Northern Treasures;;1;International;8.16;164;Low Duration
Strong Girl Bong-soon;;1;International;9.01;360;Low Duration
Strongland;;1;International;9.66;351;Low Duration
Suits;;1;International, Comedy;8.93;250;Low Duration
Swami Baba Ramdev: The Untold Story;;1;International, Drama;8.13;242;Low Duration
Taken;;2;Action & Adventure, Thriller;9.7;209;Medium Duration
Tales of the City (1993);;1;Drama;9.07;275;Low Duration
Teresa;;1;International, Romantic;9.93;373;Low Duration
Th Eena Meena Deeka Chase Comedy Show;Dheeraj Berry;1;Comedy;8.72;258;Low Duration
That '70s Show;;8;Comedy;8.01;346;High Duration
The Adjusters;;2;International, Drama;8.21;384;Medium Duration
The Adventures of Figaro Pho;;2;Comedy;8.49;350;Medium Duration
The Andy Griffith Show;;8;Comedy;9.43;363;High Duration
The Apartment;;2;International;9.27;163;Medium Duration
The Bachelor;;1;Romantic;8.46;338;Low Duration
The Beat;;1;International, Drama;8.56;290;Low Duration
The Beginning of Life: The Series;Estela Renner;1;International;8.74;391;Low Duration
The Blue Planet: A Natural History of the Oceans;Alastair Fothergill;1;International;9.62;250;Low Duration
The Calling;Bumpy;1;International;8.29;226;Low Duration
The Chefs' Line;;1;International;8.23;266;Low Duration
The Code;;1;International;8.74;158;Low Duration
The Cravings;;2;International, Comedy;9.28;198;Medium Duration
The Day My Butt Went Psycho!;;2;Comedy;9.3;351;Medium Duration
The Drunk and on Drugs Happy Funtime Hour;;1;International, Comedy;8.43;386;Low Duration
The Fear;Michael Samuels;1;Drama;8.87;245;Low Duration
The Five;Mark Tonderai;1;Drama;9.17;347;Low Duration
The Fosters;;5;Drama;9.71;392;High Duration
The Future of Water;;1;International;9.6;177;Low Duration
The Golden Years with Javed Akhtar;;1;International;9.23;155;Low Duration
The Great Train Robbery;;1;International;8.61;324;Low Duration
The Guild;;1;Comedy;9.86;285;Low Duration
The Homecoming;;1;International;8.72;208;Low Duration
The House That Made Me;;3;International;8.3;176;Medium Duration
The Inbetweeners;;3;Comedy;9.96;387;Medium Duration
The Jaime Maussan Show;;1;International;8.08;307;Low Duration
The L Word;;6;Romantic, Drama;9.89;278;High Duration
The Lady in Dignity;;1;International, Drama;8.69;168;Low Duration
The Liar;;1;International, Drama;8.99;281;Low Duration
The Lizzie Borden Chronicles;;1;Drama, Thriller;9.57;153;Low Duration
The Messengers;;1;Drama, Sci-Fi & Fantasy;8.93;289;Low Duration
The Minimighty Kids;;2;Comedy;8.7;314;Medium Duration
The Ministry of Time;;3;International, Action & Adventure;8.13;157;Medium Duration
The Most Beautiful Hands of Delhi;;1;International, Comedy, Drama;8.79;351;Low Duration
The Netflix Afterparty;;1;Stand-Up Comedy, Comedy;8.03;375;Low Duration
The Office (U.S.);;9;Comedy;9.4;231;High Duration
The Real Football Factories;;1;International;9.1;225;Low Duration
The Returned;;1;International, Drama, Horror;9.03;235;Low Duration
The Road to Calvary;;1;International, Drama;9.08;197;Low Duration
The Sniffer;;3;International, Drama;8.97;158;Medium Duration
The Tudors;;4;Drama;8.75;368;Medium Duration
The Twilight Zone (Original Series);;4;Sci-Fi & Fantasy;8.66;287;Medium Duration
The Underwear;;1;International, Drama;9.05;267;Low Duration
The West Wing;;7;Drama;8.79;245;High Duration
The Womanizer;;1;International, Romantic, Comedy;9.64;371;Low Duration
The Year of Happiness and Love;;1;International, Romantic, Comedy;8.12;298;Low Duration
ThirTEEN Terrors;;1;International, Horror;9.93;161;Low Duration
This Is My Love;;1;International, Romantic;8.15;234;Low Duration
Tientsin Mystic;;1;International, Drama;8.81;375;Low Duration
Timeless Season;;1;International, Drama;9.57;315;Low Duration
Timeline;;1;International;8.28;235;Low Duration
Toast of London;Michael Cumming;3;Comedy;9.53;391;Medium Duration
Towies;;1;International;8.26;355;Low Duration
Trotsky;;1;International, Drama;8.26;223;Low Duration
Twin Peaks;;2;Drama;8.11;156;Medium Duration
Ugly Duckling;;4;International, Romantic, Drama;8.6;286;Medium Duration
Wake Up;;2;International, Drama;8.63;398;Medium Duration
Wartime Portraits;;1;International;8.37;219;Low Duration
Weeds;;8;Comedy, Drama;8.41;305;High Duration
What Happens to My Family;;1;International, Comedy, Drama;8.14;255;Low Duration
What Is Love?;;1;International, Romantic, Comedy;9.77;173;Low Duration
When Calls the Heart;;5;Drama;9.87;166;High Duration
Who's the One;;1;International, Romantic, Comedy;9.93;289;Low Duration
Winter Sun;;1;International, Drama, Thriller;9.1;387;Low Duration
Yeh Meri Family;;1;International, Comedy;8.32;213;Low Duration
Yunus Emre;;2;International, Drama;8.25;236;Medium Duration
Zindagi Gulzar Hai;;1;International, Romantic, Drama;8.62;206;Low Duration
Zombie Dumb;;2;Comedy;9.13;337;Medium Duration
